CONSTANTES,,
FE (ARCILLA)(PM25),0.0001435,g/m2*s 
FE (ARCILLA)(PM10),0.0002835,g/m2*s
FE (ARENA)(PM25),0.000675,g/m2*s
FE (ARENA)(PM10) ,0.0015,g/m2*s
